system,case_id,case_dir,rc_service,fault_type,cell_id,seed,n_nodes_secondary,n_isolated_added,rc_in_candidates,naive_rank,n_components,max_mcse,S_graph_comp_rank,S_graph_node_rank,S_graph_rc_comp_size,S_full_comp_rank,S_full_node_rank,S_full_rc_comp_size,secs
TT,TT/ts-auth-service_cpu/3,/home/user/data/RE2/RE2-TT/ts-auth-service_cpu/3,ts-auth-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1318554351,27,1,True,1,25,0.001117858444526855,,,,2,2,1,7.4
TT,TT/ts-auth-service_delay/1,/home/user/data/RE2/RE2-TT/ts-auth-service_delay/1,ts-auth-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2956842431,27,1,True,1,25,0.001117903291825818,,,,5,7,1,8.52
TT,TT/ts-auth-service_delay/2,/home/user/data/RE2/RE2-TT/ts-auth-service_delay/2,ts-auth-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2150191160,27,1,True,1,25,0.0011178710877713046,,,,1,1,1,5.72
TT,TT/ts-auth-service_delay/3,/home/user/data/RE2/RE2-TT/ts-auth-service_delay/3,ts-auth-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2258231536,27,1,True,1,25,0.0011178739383311518,,,,2,2,1,5.76
TT,TT/ts-auth-service_disk/1,/home/user/data/RE2/RE2-TT/ts-auth-service_disk/1,ts-auth-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1208435345,27,1,True,2,25,0.0011178841750713712,,,,1,1,1,6.19
TT,TT/ts-auth-service_disk/2,/home/user/data/RE2/RE2-TT/ts-auth-service_disk/2,ts-auth-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1161664028,27,1,True,1,25,0.001117915148613704,,,,1,1,1,5.65
TT,TT/ts-auth-service_disk/3,/home/user/data/RE2/RE2-TT/ts-auth-service_disk/3,ts-auth-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,333027701,27,1,True,1,25,0.00111783280228977,,,,1,1,1,6.42
TT,TT/ts-auth-service_loss/1,/home/user/data/RE2/RE2-TT/ts-auth-service_loss/1,ts-auth-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3261268314,27,1,True,5,25,0.0011178972394634491,,,,3,3,1,8.42
TT,TT/ts-auth-service_loss/2,/home/user/data/RE2/RE2-TT/ts-auth-service_loss/2,ts-auth-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2031501070,27,1,True,2,25,0.0011178578495833,,,,2,2,1,6.7
TT,TT/ts-auth-service_loss/3,/home/user/data/RE2/RE2-TT/ts-auth-service_loss/3,ts-auth-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3983743069,27,1,True,4,25,0.0011179456578362832,,,,13,15,1,5.33
TT,TT/ts-auth-service_mem/1,/home/user/data/RE2/RE2-TT/ts-auth-service_mem/1,ts-auth-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1891051572,27,1,True,1,25,0.0011178733702325143,,,,2,2,1,9.27
TT,TT/ts-auth-service_mem/2,/home/user/data/RE2/RE2-TT/ts-auth-service_mem/2,ts-auth-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3634566119,27,1,True,1,25,0.0011179036335368982,,,,3,3,1,9.35
TT,TT/ts-auth-service_mem/3,/home/user/data/RE2/RE2-TT/ts-auth-service_mem/3,ts-auth-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2904445937,27,1,True,1,25,0.001117906520018557,,,,1,1,1,5.36
TT,TT/ts-auth-service_socket/1,/home/user/data/RE2/RE2-TT/ts-auth-service_socket/1,ts-auth-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3943855752,27,1,True,1,25,0.0011178481935732597,,,,1,1,1,7.2
TT,TT/ts-auth-service_socket/2,/home/user/data/RE2/RE2-TT/ts-auth-service_socket/2,ts-auth-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,600792851,27,1,True,1,25,0.001117903120802514,,,,1,1,1,6.48
TT,TT/ts-auth-service_socket/3,/home/user/data/RE2/RE2-TT/ts-auth-service_socket/3,ts-auth-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3287007236,27,1,True,1,25,0.0011178861818181669,,,,2,2,1,7.58
TT,TT/ts-order-service_cpu/1,/home/user/data/RE2/RE2-TT/ts-order-service_cpu/1,ts-order-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3395312587,27,1,True,1,25,0.0011179141684404936,11.0,11.0,1.0,4,4,1,5.6
TT,TT/ts-order-service_cpu/2,/home/user/data/RE2/RE2-TT/ts-order-service_cpu/2,ts-order-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1733404501,27,1,True,1,25,0.0011178463543797064,2.0,2.0,1.0,1,1,1,7.13
TT,TT/ts-order-service_cpu/3,/home/user/data/RE2/RE2-TT/ts-order-service_cpu/3,ts-order-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1222337447,27,1,True,1,25,0.0011178380705629952,2.0,2.0,1.0,1,1,1,7.12
TT,TT/ts-order-service_delay/1,/home/user/data/RE2/RE2-TT/ts-order-service_delay/1,ts-order-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,20490390,27,1,True,1,25,0.0011178287516431127,1.0,1.0,1.0,1,1,1,6.37
TT,TT/ts-order-service_delay/2,/home/user/data/RE2/RE2-TT/ts-order-service_delay/2,ts-order-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2595180868,20,2,True,1,20,0.001114808946636149,2.0,2.0,1.0,1,1,1,1.51
TT,TT/ts-order-service_delay/3,/home/user/data/RE2/RE2-TT/ts-order-service_delay/3,ts-order-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1423944823,20,2,True,1,20,0.0011145574009444287,2.0,2.0,1.0,1,1,1,1.53
TT,TT/ts-order-service_disk/1,/home/user/data/RE2/RE2-TT/ts-order-service_disk/1,ts-order-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2673107839,27,1,True,2,25,0.0011178689813658843,17.0,19.0,1.0,15,17,1,8.89
TT,TT/ts-order-service_disk/2,/home/user/data/RE2/RE2-TT/ts-order-service_disk/2,ts-order-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,774961768,20,2,True,21,20,0.0011146111002834128,2.0,2.0,1.0,12,12,1,1.55
TT,TT/ts-order-service_disk/3,/home/user/data/RE2/RE2-TT/ts-order-service_disk/3,ts-order-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1281260119,20,2,True,1,20,0.0011145370446400604,2.0,2.0,1.0,1,1,1,1.59
TT,TT/ts-order-service_loss/1,/home/user/data/RE2/RE2-TT/ts-order-service_loss/1,ts-order-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1935127571,27,1,True,2,25,0.0011178782603105761,1.0,1.0,1.0,1,1,1,14.72
TT,TT/ts-order-service_loss/2,/home/user/data/RE2/RE2-TT/ts-order-service_loss/2,ts-order-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2349658652,20,2,True,1,20,0.0011147611114045914,1.0,1.0,1.0,1,1,1,2.14
TT,TT/ts-order-service_loss/3,/home/user/data/RE2/RE2-TT/ts-order-service_loss/3,ts-order-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,688006692,20,2,True,1,20,0.0011142457861149846,2.0,2.0,1.0,1,1,1,1.65
TT,TT/ts-order-service_mem/1,/home/user/data/RE2/RE2-TT/ts-order-service_mem/1,ts-order-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1561679378,27,1,True,1,25,0.0011178984608966058,4.0,4.0,1.0,5,5,1,6.84
TT,TT/ts-order-service_mem/2,/home/user/data/RE2/RE2-TT/ts-order-service_mem/2,ts-order-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2604274510,27,1,True,1,25,0.0011178756365870937,2.0,2.0,1.0,2,2,1,6.83
TT,TT/ts-order-service_mem/3,/home/user/data/RE2/RE2-TT/ts-order-service_mem/3,ts-order-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3911908036,27,1,True,1,25,0.0011178906922749649,1.0,1.0,1.0,1,1,1,6.23
TT,TT/ts-order-service_socket/1,/home/user/data/RE2/RE2-TT/ts-order-service_socket/1,ts-order-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3110486227,27,1,True,1,25,0.00111790853807456,2.0,2.0,1.0,1,1,1,9.61
TT,TT/ts-order-service_socket/2,/home/user/data/RE2/RE2-TT/ts-order-service_socket/2,ts-order-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2547815275,20,2,True,1,20,0.0011144460493334794,1.0,1.0,1.0,1,1,1,1.46
TT,TT/ts-order-service_socket/3,/home/user/data/RE2/RE2-TT/ts-order-service_socket/3,ts-order-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1773279598,27,1,True,1,25,0.0011178816014565229,1.0,1.0,1.0,1,1,1,7.88
TT,TT/ts-route-service_cpu/1,/home/user/data/RE2/RE2-TT/ts-route-service_cpu/1,ts-route-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,106317030,27,1,True,1,25,0.0011178399500263892,1.0,1.0,1.0,1,1,1,14.68
TT,TT/ts-route-service_cpu/2,/home/user/data/RE2/RE2-TT/ts-route-service_cpu/2,ts-route-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,526777026,20,2,True,1,20,0.001114587383519121,1.0,1.0,1.0,1,1,1,10.03
TT,TT/ts-route-service_cpu/3,/home/user/data/RE2/RE2-TT/ts-route-service_cpu/3,ts-route-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3583526545,20,2,True,1,20,0.0011146626395461543,1.0,1.0,1.0,1,1,1,2.54
TT,TT/ts-route-service_delay/1,/home/user/data/RE2/RE2-TT/ts-route-service_delay/1,ts-route-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,4092829976,27,1,True,1,25,0.0011178332263244817,1.0,1.0,1.0,1,1,1,8.41
TT,TT/ts-route-service_delay/2,/home/user/data/RE2/RE2-TT/ts-route-service_delay/2,ts-route-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3306628998,27,1,True,1,25,0.001117954423880956,1.0,1.0,1.0,1,1,1,6.72
TT,TT/ts-route-service_delay/3,/home/user/data/RE2/RE2-TT/ts-route-service_delay/3,ts-route-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,414881242,27,1,True,1,25,0.001117839324545348,1.0,1.0,1.0,1,1,1,8.12
TT,TT/ts-route-service_disk/1,/home/user/data/RE2/RE2-TT/ts-route-service_disk/1,ts-route-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1355026673,27,1,True,25,25,0.0011179261312246887,2.0,2.0,1.0,6,6,1,11.38
TT,TT/ts-route-service_disk/2,/home/user/data/RE2/RE2-TT/ts-route-service_disk/2,ts-route-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2266907014,27,1,True,1,25,0.0011178905131988552,1.0,1.0,1.0,1,1,1,3.62
TT,TT/ts-route-service_disk/3,/home/user/data/RE2/RE2-TT/ts-route-service_disk/3,ts-route-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1274297638,27,1,True,1,25,0.001117927524484481,3.0,3.0,1.0,4,4,1,5.13
TT,TT/ts-route-service_loss/1,/home/user/data/RE2/RE2-TT/ts-route-service_loss/1,ts-route-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2221045140,27,1,True,1,25,0.0011178804917677918,1.0,1.0,1.0,1,1,1,10.04
TT,TT/ts-route-service_loss/2,/home/user/data/RE2/RE2-TT/ts-route-service_loss/2,ts-route-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,4182313683,27,1,True,1,25,0.0011178954850521582,1.0,1.0,1.0,1,1,1,7.56
TT,TT/ts-route-service_loss/3,/home/user/data/RE2/RE2-TT/ts-route-service_loss/3,ts-route-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1697543408,27,1,True,1,25,0.001117857054759239,3.0,3.0,1.0,1,1,1,8.02
TT,TT/ts-route-service_mem/1,/home/user/data/RE2/RE2-TT/ts-route-service_mem/1,ts-route-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1922993850,27,1,True,1,25,0.0011179019205077875,1.0,1.0,1.0,1,1,1,7.37
TT,TT/ts-route-service_mem/2,/home/user/data/RE2/RE2-TT/ts-route-service_mem/2,ts-route-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1503404078,27,1,True,1,25,0.0011178786333386106,1.0,1.0,1.0,1,1,1,6.44
TT,TT/ts-route-service_mem/3,/home/user/data/RE2/RE2-TT/ts-route-service_mem/3,ts-route-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,796447831,27,1,True,1,25,0.0011178214023268656,1.0,1.0,1.0,1,1,1,7.49
TT,TT/ts-route-service_socket/1,/home/user/data/RE2/RE2-TT/ts-route-service_socket/1,ts-route-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,4169789825,27,1,True,1,25,0.0011178825231212804,1.0,1.0,1.0,1,1,1,29.1
TT,TT/ts-route-service_socket/2,/home/user/data/RE2/RE2-TT/ts-route-service_socket/2,ts-route-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2124698501,27,1,True,1,25,0.0011178576510450693,1.0,1.0,1.0,1,1,1,5.35
TT,TT/ts-route-service_socket/3,/home/user/data/RE2/RE2-TT/ts-route-service_socket/3,ts-route-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,4135257797,27,1,True,1,25,0.0011178745054231266,1.0,1.0,1.0,1,1,1,5.81
TT,TT/ts-train-service_cpu/1,/home/user/data/RE2/RE2-TT/ts-train-service_cpu/1,ts-train-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,674950444,27,1,True,1,25,0.0011178735597105784,1.0,1.0,1.0,1,1,1,8.08
TT,TT/ts-train-service_cpu/2,/home/user/data/RE2/RE2-TT/ts-train-service_cpu/2,ts-train-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3464062956,27,1,True,1,25,0.001117833649911739,1.0,1.0,1.0,1,1,1,6.18
TT,TT/ts-train-service_cpu/3,/home/user/data/RE2/RE2-TT/ts-train-service_cpu/3,ts-train-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2735070225,27,1,True,1,25,0.0011178520465607244,1.0,1.0,1.0,1,1,1,6.99
TT,TT/ts-train-service_delay/1,/home/user/data/RE2/RE2-TT/ts-train-service_delay/1,ts-train-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3866718588,27,1,True,1,25,0.001117854859764898,1.0,1.0,1.0,1,1,1,7.0
TT,TT/ts-train-service_delay/2,/home/user/data/RE2/RE2-TT/ts-train-service_delay/2,ts-train-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1487793478,27,1,True,1,25,0.0011178209659869509,1.0,1.0,1.0,1,1,1,5.26
TT,TT/ts-train-service_delay/3,/home/user/data/RE2/RE2-TT/ts-train-service_delay/3,ts-train-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2544293493,27,1,True,1,25,0.0011178438880273041,1.0,1.0,1.0,1,1,1,6.06
TT,TT/ts-train-service_disk/1,/home/user/data/RE2/RE2-TT/ts-train-service_disk/1,ts-train-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3802706671,27,1,True,1,25,0.0011179080350704168,1.0,1.0,1.0,1,1,1,6.61
TT,TT/ts-train-service_disk/2,/home/user/data/RE2/RE2-TT/ts-train-service_disk/2,ts-train-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2228476058,27,1,True,1,25,0.0011178368125536035,1.0,1.0,1.0,1,1,1,6.69
TT,TT/ts-train-service_disk/3,/home/user/data/RE2/RE2-TT/ts-train-service_disk/3,ts-train-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1080391420,27,1,True,1,25,0.001117873749076791,1.0,1.0,1.0,1,1,1,7.13
TT,TT/ts-train-service_loss/1,/home/user/data/RE2/RE2-TT/ts-train-service_loss/1,ts-train-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1973916878,27,1,True,1,25,0.001117862189124849,1.0,1.0,1.0,1,1,1,7.55
TT,TT/ts-train-service_loss/2,/home/user/data/RE2/RE2-TT/ts-train-service_loss/2,ts-train-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1793952946,27,1,True,1,25,0.0011179022640083523,1.0,1.0,1.0,1,1,1,7.24
TT,TT/ts-train-service_loss/3,/home/user/data/RE2/RE2-TT/ts-train-service_loss/3,ts-train-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,146293845,27,1,True,1,25,0.001117887813635608,1.0,1.0,1.0,1,1,1,7.39
TT,TT/ts-train-service_mem/1,/home/user/data/RE2/RE2-TT/ts-train-service_mem/1,ts-train-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3978368315,27,1,True,1,25,0.001117900714732753,1.0,1.0,1.0,1,1,1,4.98
TT,TT/ts-train-service_mem/2,/home/user/data/RE2/RE2-TT/ts-train-service_mem/2,ts-train-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1095075302,27,1,True,1,25,0.0011178998501095705,1.0,1.0,1.0,1,1,1,4.97
TT,TT/ts-train-service_mem/3,/home/user/data/RE2/RE2-TT/ts-train-service_mem/3,ts-train-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3952675719,27,1,True,1,25,0.0011179817144636132,1.0,1.0,1.0,1,1,1,5.7
TT,TT/ts-train-service_socket/1,/home/user/data/RE2/RE2-TT/ts-train-service_socket/1,ts-train-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3931890381,27,1,True,1,25,0.0011179226873424654,1.0,1.0,1.0,1,1,1,3.31
TT,TT/ts-train-service_socket/2,/home/user/data/RE2/RE2-TT/ts-train-service_socket/2,ts-train-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3861453728,27,1,True,1,25,0.0011178635585347614,1.0,1.0,1.0,1,1,1,8.03
TT,TT/ts-train-service_socket/3,/home/user/data/RE2/RE2-TT/ts-train-service_socket/3,ts-train-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3354163704,27,1,True,1,25,0.001117868404542771,2.0,2.0,1.0,1,1,1,5.06
TT,TT/ts-travel-service_cpu/1,/home/user/data/RE2/RE2-TT/ts-travel-service_cpu/1,ts-travel-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3400785849,27,1,True,1,25,0.0011179449536985262,3.0,5.0,3.0,2,4,3,5.46
TT,TT/ts-travel-service_cpu/2,/home/user/data/RE2/RE2-TT/ts-travel-service_cpu/2,ts-travel-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2438751148,27,1,True,4,25,0.0011179060129881224,4.0,6.0,3.0,2,4,3,6.22
TT,TT/ts-travel-service_cpu/3,/home/user/data/RE2/RE2-TT/ts-travel-service_cpu/3,ts-travel-service,cpu,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3358939415,27,1,True,3,25,0.00111786433859391,7.0,9.0,3.0,3,5,3,6.17
TT,TT/ts-travel-service_delay/1,/home/user/data/RE2/RE2-TT/ts-travel-service_delay/1,ts-travel-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1296808431,27,1,True,3,25,0.00111790987449794,5.0,7.0,3.0,4,6,3,6.64
TT,TT/ts-travel-service_delay/2,/home/user/data/RE2/RE2-TT/ts-travel-service_delay/2,ts-travel-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1099184767,27,1,True,2,25,0.0011179003692190106,5.0,7.0,3.0,3,5,3,6.12
TT,TT/ts-travel-service_delay/3,/home/user/data/RE2/RE2-TT/ts-travel-service_delay/3,ts-travel-service,delay,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1117545611,27,1,True,1,25,0.001117895132827762,9.0,11.0,3.0,3,5,3,6.9
TT,TT/ts-travel-service_disk/1,/home/user/data/RE2/RE2-TT/ts-travel-service_disk/1,ts-travel-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,1416138490,27,1,True,5,25,0.0011178670547073119,7.0,9.0,3.0,5,7,3,6.08
TT,TT/ts-travel-service_disk/2,/home/user/data/RE2/RE2-TT/ts-travel-service_disk/2,ts-travel-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3573919514,21,2,True,20,21,0.0011145299501920081,5.0,5.0,1.0,19,19,1,1.6
TT,TT/ts-travel-service_disk/3,/home/user/data/RE2/RE2-TT/ts-travel-service_disk/3,ts-travel-service,disk,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2332459604,20,2,True,1,20,0.0011145935402087166,1.0,1.0,1.0,1,1,1,1.63
TT,TT/ts-travel-service_loss/1,/home/user/data/RE2/RE2-TT/ts-travel-service_loss/1,ts-travel-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,4027182118,27,1,True,4,25,0.0011178972394634491,5.0,7.0,3.0,3,5,3,6.67
TT,TT/ts-travel-service_loss/2,/home/user/data/RE2/RE2-TT/ts-travel-service_loss/2,ts-travel-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2660691231,27,1,True,3,25,0.0011179248851667092,8.0,10.0,3.0,4,6,3,8.75
TT,TT/ts-travel-service_loss/3,/home/user/data/RE2/RE2-TT/ts-travel-service_loss/3,ts-travel-service,loss,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,976229894,27,1,True,4,25,0.0011178633632403382,3.0,5.0,3.0,1,3,3,7.02
TT,TT/ts-travel-service_mem/1,/home/user/data/RE2/RE2-TT/ts-travel-service_mem/1,ts-travel-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2915403440,27,1,True,3,25,0.0011179435370357485,7.0,9.0,3.0,1,3,3,5.38
TT,TT/ts-travel-service_mem/2,/home/user/data/RE2/RE2-TT/ts-travel-service_mem/2,ts-travel-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,2304694769,27,1,True,2,25,0.001117892654730319,8.0,10.0,3.0,2,4,3,5.88
TT,TT/ts-travel-service_mem/3,/home/user/data/RE2/RE2-TT/ts-travel-service_mem/3,ts-travel-service,mem,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,670197215,27,1,True,2,25,0.0011178436817708458,3.0,5.0,3.0,2,4,3,4.56
TT,TT/ts-travel-service_socket/1,/home/user/data/RE2/RE2-TT/ts-travel-service_socket/1,ts-travel-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3641440710,20,2,True,1,20,0.0011146303642351576,3.0,3.0,1.0,1,1,1,1.6
TT,TT/ts-travel-service_socket/2,/home/user/data/RE2/RE2-TT/ts-travel-service_socket/2,ts-travel-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,3624654033,27,1,True,1,25,0.001117883258439807,3.0,5.0,3.0,2,4,3,5.24
TT,TT/ts-travel-service_socket/3,/home/user/data/RE2/RE2-TT/ts-travel-service_socket/3,ts-travel-service,socket,a2.0_b5.0_pb0.55_ps0.4_SECONDARY,569153001,27,1,True,1,25,0.0011179108721181667,6.0,8.0,3.0,5,7,3,5.9
