system,case_id,case_dir,rc_service,fault_type,param_a,param_b,param_p_base,param_p_shared,cell_id,n_sim,seed,n_spans,traced_services,n_nodes,n_edges,acyclic,shared,inject_time,n_observed_services,rc_in_graph,naive_rank,n_components,condensation_nontrivial,max_mcse,S_graph_comp_rank,S_graph_comp_tie,S_graph_node_rank,S_graph_rc_comp_size,S_graph_nodes_tied,S_graph_exp_rank_random,S_full_comp_rank,S_full_comp_tie,S_full_node_rank,S_full_rc_comp_size,S_full_nodes_tied,S_full_exp_rank_random,S_graph_meanagg_comp_rank,S_graph_meanagg_comp_tie,S_graph_meanagg_node_rank,S_graph_meanagg_rc_comp_size,S_graph_meanagg_nodes_tied,S_graph_meanagg_exp_rank_random,secs
OB,OB/emailservice_socket/2,/home/user/data/RE2/RE2-OB/emailservice_socket/2,emailservice,socket,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,4051423560,410667,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705728625,10,True,1,7,0,0.0011152536536591126,2,2,2,1,2,1.5,1,1,1,1,1,1.0,2,2,2,1,2,1.5,2.5
OB,OB/emailservice_socket/3,/home/user/data/RE2/RE2-OB/emailservice_socket/3,emailservice,socket,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,1510618877,406622,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705730978,10,True,1,7,0,0.0011155209880925592,4,1,4,1,1,4.0,2,1,2,1,1,2.0,4,1,4,1,1,4.0,2.48
OB,OB/productcatalogservice_cpu/1,/home/user/data/RE2/RE2-OB/productcatalogservice_cpu/1,productcatalogservice,cpu,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,3411122768,393266,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705340542,10,True,1,7,0,0.0011155628610145644,2,1,2,1,1,2.0,1,1,1,1,1,1.0,2,1,2,1,1,2.0,2.09
OB,OB/productcatalogservice_cpu/2,/home/user/data/RE2/RE2-OB/productcatalogservice_cpu/2,productcatalogservice,cpu,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,3874546800,400287,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705486848,10,True,1,7,0,0.0011153047627778696,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2.03
OB,OB/productcatalogservice_cpu/3,/home/user/data/RE2/RE2-OB/productcatalogservice_cpu/3,productcatalogservice,cpu,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,2909576713,404922,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705489222,10,True,1,7,0,0.0011154961476849661,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.98
OB,OB/productcatalogservice_delay/1,/home/user/data/RE2/RE2-OB/productcatalogservice_delay/1,productcatalogservice,delay,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,439125199,365023,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705394578,10,True,1,7,0,0.0011153071101719023,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.86
OB,OB/productcatalogservice_delay/2,/home/user/data/RE2/RE2-OB/productcatalogservice_delay/2,productcatalogservice,delay,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,3890192988,364200,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705514496,10,True,1,7,0,0.0011152275238152079,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.77
OB,OB/productcatalogservice_delay/3,/home/user/data/RE2/RE2-OB/productcatalogservice_delay/3,productcatalogservice,delay,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,1712654418,365484,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705516829,10,True,1,7,0,0.0011155494403543933,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.94
OB,OB/productcatalogservice_disk/1,/home/user/data/RE2/RE2-OB/productcatalogservice_disk/1,productcatalogservice,disk,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,2390460718,383516,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705360699,10,True,1,7,0,0.0011154795193099691,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.89
OB,OB/productcatalogservice_disk/2,/home/user/data/RE2/RE2-OB/productcatalogservice_disk/2,productcatalogservice,disk,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,2929078153,402669,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705496111,10,True,1,7,0,0.001115500673240496,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,2.11
OB,OB/productcatalogservice_disk/3,/home/user/data/RE2/RE2-OB/productcatalogservice_disk/3,productcatalogservice,disk,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,3194542401,399976,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1708472972,10,True,1,7,0,0.0011154855722957603,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.99
OB,OB/productcatalogservice_loss/1,/home/user/data/RE2/RE2-OB/productcatalogservice_loss/1,productcatalogservice,loss,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,380263706,254889,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705342830,10,True,1,7,0,0.0011154323643771504,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.27
OB,OB/productcatalogservice_loss/2,/home/user/data/RE2/RE2-OB/productcatalogservice_loss/2,productcatalogservice,loss,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,3747044763,260357,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705519114,10,True,1,7,0,0.0011153662394030044,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.19
OB,OB/productcatalogservice_loss/3,/home/user/data/RE2/RE2-OB/productcatalogservice_loss/3,productcatalogservice,loss,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,1476818950,333739,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705717097,10,True,2,7,0,0.0011154155279535962,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.71
OB,OB/productcatalogservice_mem/1,/home/user/data/RE2/RE2-OB/productcatalogservice_mem/1,productcatalogservice,mem,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,3459566282,317085,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705357616,10,True,1,7,0,0.0011155352345399046,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.56
OB,OB/productcatalogservice_mem/2,/home/user/data/RE2/RE2-OB/productcatalogservice_mem/2,productcatalogservice,mem,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,1193457253,320661,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705491651,10,True,2,7,0,0.0011153863185013521,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.47
OB,OB/productcatalogservice_mem/3,/home/user/data/RE2/RE2-OB/productcatalogservice_mem/3,productcatalogservice,mem,2,5,0.35,0.4,a2_b5_pb0.35_ps0.4,200000,4116826872,276103,checkoutservice|currencyservice|emailservice|frontendservice|paymentservice|productcatalogservice|recommendationservice,7,9,True,currencyservice|productcatalogservice,1705493908,10,True,2,7,0,0.0011153110202427841,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1,1,1,1,1,1.0,1.35
